Year,circuitIdFrom,circuitIdTo,Car,Plane
2001,7,20,13552,11262
2001,7,21,2572,2219
2001,7,22,11529,10318
2001,7,70,9726,7662
2001,8,9,9193,8643
2001,8,10,13998,10167
2001,8,11,4903,3518
2001,8,13,13414,10211
2001,8,14,6421,5647
2001,8,18,12106,10565
2001,8,19,10234,8095
2001,8,20,6624,5027
2001,8,21,9449,7400
2001,8,22,12474,11436
2001,8,70,6760,5719
2001,9,10,12074,10254
2001,9,11,14081,10600
2001,9,13,7605,7158
2001,9,14,2124,1853
2001,9,18,6929,5192
2001,9,19,5837,4526
2001,9,20,3211,2842
2001,9,21,2145,2006
2001,9,22,8130,6859
2001,9,70,5947,5069
2001,10,11,3917,3478
2001,10,13,15123,11729
2001,10,14,5325,3974
2001,10,18,11660,8715
2001,10,19,12102,9563
2001,10,20,13652,10620
2001,10,21,10977,9168
2001,10,22,1831,1330
2001,10,70,7137,5429
2001,11,13,11128,9127
2001,11,14,5919,4484
2001,11,18,10650,8822
2001,11,19,5944,5292
2001,11,20,9325,8023
2001,11,21,5181,4801
2001,11,22,11523,10572
2001,11,70,13060,9985
2001,13,14,6864,5385
2001,13,18,2688,2398
2001,13,19,8402,7886
2001,13,20,12981,11274
2001,13,21,12396,10836
2001,13,22,9685,7233
2001,13,70,2966,2240
2001,14,18,11409,9488
2001,14,19,7175,6213
2001,14,20,15176,11720
2001,14,21,8853,7960
2001,14,22,3845,2776
2001,14,70,10057,8135
2001,18,19,6663,4862
2001,18,20,1291,1005
2001,18,21,7184,5342
2001,18,22,4048,2912
2001,18,70,1752,1391
2001,19,20,751,698
2001,19,21,2735,2452
2001,19,22,5091,4793
2001,19,70,13444,11546
2001,20,21,6497,4850
2001,20,22,12941,9819
2001,20,70,7693,6523
2001,21,22,4884,4403
2001,21,70,10243,9580
2001,22,70,12887,11846
2002,1,2,10868,9654
2002,1,4,2591,2412
2002,1,6,5091,4519
2002,1,7,878,794
2002,1,8,14874,11248
2002,1,9,6741,5075
2002,1,10,1630,1353
2002,1,11,5235,4650
2002,1,13,5383,4018
2002,1,14,1525,1265
2002,1,18,10118,7356
2002,1,19,1081,837
2002,1,20,4274,3468
2002,1,21,12311,10212
2002,1,22,5130,3782
2002,1,70,6463,6134
2002,2,4,12451,9949
2002,2,6,7723,6911
2002,2,7,4665,4054
2002,2,8,3085,2711
2002,2,9,13707,11984
2002,2,10,5242,4502
2002,2,11,7483,6592
2002,2,13,7065,5450
2002,2,14,1885,1432
2002,2,18,2782,2430
2002,2,19,6681,5188
2002,2,20,12211,8802
2002,2,21,15740,11500
2002,2,22,3445,2702
2002,2,70,1471,1076
2002,4,6,11377,10474
2002,4,7,11607,10247
2002,4,8,6508,5486
2002,4,9,5329,4262
2002,4,10,11002,9255
2002,4,11,11782,8789
2002,4,13,11532,9381
2002,4,14,6604,6151
2002,4,18,4046,3389
2002,4,19,8833,6841
2002,4,20,12904,11487
2002,4,21,11388,10713
2002,4,22,12390,9041
2002,4,70,9740,7636
2002,6,7,14186,11498
2002,6,8,9244,8407
2002,6,9,3904,3474
2002,6,10,1877,1569
2002,6,11,5562,3979
2002,6,13,1657,1328
2002,6,14,12942,11617
2002,6,18,9593,6864
2002,6,19,12169,9201
2002,6,20,12305,10826
2002,6,21,1006,805
2002,6,22,7507,6032
2002,6,70,6439,5776
2002,7,8,13154,9935
2002,7,9,606,562
2002,7,10,10629,9694
2002,7,11,6022,5127
2002,7,13,1868,1671
2002,7,14,11696,8708
2002,7,18,5556,4943
2002,7,19,477,401
2002,7,20,7094,5751
2002,7,21,3508,2717
2002,7,22,4565,3689
2002,7,70,11775,10157
2002,8,9,13510,10952
2002,8,10,5858,5115
2002,8,11,10701,7896
2002,8,13,2739,1986
2002,8,14,4479,3409
2002,8,18,3325,3069
2002,8,19,6350,4680
2002,8,20,1247,963
2002,8,21,11423,9934
2002,8,22,10656,8442
2002,8,70,11749,8634
2002,9,10,12974,9778
2002,9,11,5137,3785
2002,9,13,641,549
2002,9,14,7008,5086
2002,9,18,1843,1582
2002,9,19,6340,5346
2002,9,20,3455,2907
2002,9,21,1044,748
2002,9,22,2652,1982
2002,9,70,5286,4191
2002,10,11,2785,2041
2002,10,13,1584,1260
2002,10,14,5438,4087
2002,10,18,14284,10731
2002,10,19,8994,6991
2002,10,20,13025,11450
2002,10,21,8784,8360
2002,10,22,2335,1745
2002,10,70,3350,2438
2002,11,13,6297,5637
2002,11,14,1512,1389
2002,11,18,4824,3790
2002,11,19,8516,6629
2002,11,20,14011,11844
2002,11,21,11849,11071
2002,11,22,12419,10193
2002,11,70,4053,3533
2002,13,14,3529,3195
2002,13,18,543,467
2002,13,19,5891,4659
2002,13,20,6668,6096
2002,13,21,6339,5788
2002,13,22,2886,2127
2002,13,70,5365,4562
2002,14,18,5514,4358
2002,14,19,11924,10069
2002,14,20,4169,3566
2002,14,21,9396,8825
2002,14,22,1268,1059
2002,14,70,2311,1779
2002,18,19,9307,8555
2002,18,20,1340,1215
2002,18,21,4958,3600
2002,18,22,8265,7150
2002,18,70,13138,9493
2002,19,20,1169,908
2002,19,21,3755,2793
2002,19,22,1575,1496
2002,19,70,7829,6608
2002,20,21,8125,7406
2002,20,22,12930,10083
2002,20,70,10465,9612
2002,21,22,5414,4954
2002,21,70,7445,6100
2002,22,70,6426,6005
2003,1,2,9381,8695
2003,1,4,1506,1358
2003,1,6,9774,9115
2003,1,7,980,891
2003,1,8,9150,7763
2003,1,9,2883,2519
2003,1,10,10516,8977
2003,1,11,7331,5756
2003,1,14,12064,9912
2003,1,18,10213,9105
2003,1,19,11232,9098
2003,1,20,7684,5875
2003,1,21,5177,3833
2003,1,22,3447,2699
2003,1,70,16297,11875
2003,2,4,5249,4167
2003,2,6,4099,3857
2003,2,7,4277,3072
2003,2,8,3993,3196
2003,2,9,15381,11304
2003,2,10,3584,3330
2003,2,11,1443,1365
2003,2,14,2327,2214
2003,2,18,12313,8974
2003,2,19,12122,11290
2003,2,20,10382,7827
2003,2,21,624,552
2003,2,22,3524,2962
2003,2,70,7942,7068
2003,4,6,7313,6140
2003,4,7,11009,9020
2003,4,8,7374,5868
2003,4,9,13883,10828
2003,4,10,1285,1099
2003,4,11,2021,1635
2003,4,14,2272,1831
2003,4,18,9729,6959
2003,4,19,11732,8449
2003,4,20,12591,9706
2003,4,21,7257,6352
2003,4,22,11079,8804
2003,4,70,6796,5377
2003,6,7,1337,961
2003,6,8,11301,10611
2003,6,9,6716,4868
2003,6,10,5753,4165
2003,6,11,11113,8354
2003,6,14,11151,9763
2003,6,18,3141,2546
2003,6,19,10434,9935
2003,6,20,9816,7481
2003,6,21,12579,10137
2003,6,22,12691,9845
2003,6,70,1000,903
2003,7,8,2144,1715
2003,7,9,6612,5389
2003,7,10,7203,5287
2003,7,11,8277,7259
2003,7,14,3010,2706
2003,7,18,1015,929
2003,7,19,7187,5741
2003,7,20,13009,10362
2003,7,21,13480,10812
2003,7,22,8233,6149
2003,7,70,9737,8585
2003,8,9,9857,7803
2003,8,10,13770,10886
2003,8,11,2473,1862
2003,8,14,1116,1049
2003,8,18,10583,9609
2003,8,19,1392,1181
2003,8,20,9871,8546
2003,8,21,6028,4735
2003,8,22,10551,8900
2003,8,70,1862,1452
2003,9,10,15409,11759
2003,9,11,12374,11201
2003,9,14,7377,6782
2003,9,18,1817,1559
2003,9,19,6391,5795
2003,9,20,10813,9159
2003,9,21,4870,4598
2003,9,22,8864,6786
2003,9,70,12972,9557
2003,10,11,7322,5303
2003,10,14,15238,11288
2003,10,18,10489,7685
2003,10,19,2235,1715
2003,10,20,9346,8335
2003,10,21,7607,6309
2003,10,22,5496,4378
2003,10,70,2274,1855
2003,11,14,12208,11248
2003,11,18,3169,2556
2003,11,19,8520,6540
2003,11,20,3675,3002
2003,11,21,12234,10594
2003,11,22,6682,4933
2003,11,70,883,675
2003,14,18,8714,6706
2003,14,19,9005,7757
2003,14,20,6845,5286
2003,14,21,8175,6578
2003,14,22,13040,11820
2003,14,70,7091,5685
2003,18,19,11191,9161
2003,18,20,2335,2037
2003,18,21,3309,2566
2003,18,22,1284,1124
2003,18,70,7946,7528
2003,19,20,12057,9354
2003,19,21,11940,10056
2003,19,22,10791,9049
2003,19,70,13048,9653
2003,20,21,2324,1730
2003,20,22,2035,1645
2003,20,70,7504,6529
2003,21,22,11066,8569
2003,21,70,6615,5706
2003,22,70,10602,9211
2004,1,2,2041,1679
2004,1,3,6721,5170
2004,1,4,14013,11997
2004,1,6,5345,4312
2004,1,7,4162,3203
2004,1,8,10476,8766
2004,1,9,663,490
2004,1,10,6611,5369
2004,1,11,12602,9251
2004,1,13,2159,2033
2004,1,14,11272,9957
2004,1,17,4673,3670
2004,1,18,11350,10053
2004,1,19,11912,11274
2004,1,20,761,549
2004,1,21,4867,4198
2004,1,22,9784,8537
2004,2,3,7684,6383
2004,2,4,3015,2610
2004,2,6,4148,3896
2004,2,7,8924,6838
2004,2,8,6485,5033
2004,2,9,6357,4993
2004,2,10,4268,4053
2004,2,11,15763,11505
2004,2,13,1836,1662
2004,2,14,15013,11445
2004,2,17,8171,6011
2004,2,18,6126,4468
2004,2,19,2258,1943
2004,2,20,568,526
2004,2,21,8104,6049
2004,2,22,2322,1836
2004,3,4,8253,7561
2004,3,6,12114,10732
2004,3,7,14058,10960
2004,3,8,11725,10253
2004,3,9,9582,7038
2004,3,10,7771,6004
2004,3,11,11169,9347
2004,3,13,650,480
2004,3,14,5873,5048
2004,3,17,10954,9358
2004,3,18,8003,7341
2004,3,19,6429,4784
2004,3,20,13912,10151
2004,3,21,902,711
2004,3,22,15702,11825
2004,4,6,9446,8775
2004,4,7,735,536
2004,4,8,1317,1215
2004,4,9,12246,10394
2004,4,10,12758,9145
2004,4,11,6798,6123
2004,4,13,983,794
2004,4,14,12208,9995
2004,4,17,7724,6871
2004,4,18,7093,5463
2004,4,19,12325,11333
2004,4,20,8198,5903
2004,4,21,5342,4172
2004,4,22,3319,3123
2004,6,7,13220,11629
2004,6,8,1680,1343
2004,6,9,5752,4499
2004,6,10,15386,11016
2004,6,11,4859,4588
2004,6,13,12160,9597
2004,6,14,10298,7903
2004,6,17,2409,2075
2004,6,18,7665,6049
2004,6,19,5613,5007
2004,6,20,1157,1038
2004,6,21,1704,1406
2004,6,22,8639,7845
2004,7,8,14154,11488
2004,7,9,5847,5420
2004,7,10,4692,3875
2004,7,11,7646,6204
2004,7,13,8280,7491
2004,7,14,3288,2841
2004,7,17,8195,7122
2004,7,18,10952,9117
2004,7,19,7584,5634
2004,7,20,12637,10034
2004,7,21,8530,7561
2004,7,22,12043,10664
2004,8,9,10674,9096
2004,8,10,12947,11056
2004,8,11,11987,10295
2004,8,13,14062,10264
2004,8,14,3550,2752
2004,8,17,1838,1627
2004,8,18,4919,4506
2004,8,19,2443,2262
2004,8,20,9277,7516
2004,8,21,14359,10484
2004,8,22,3097,2890
2004,9,10,6380,5958
2004,9,11,7280,6783
2004,9,13,9245,6744
2004,9,14,850,695
2004,9,17,1492,1276
2004,9,18,1997,1463
2004,9,19,12728,11782
2004,9,20,1280,993
2004,9,21,7881,6598
2004,9,22,13858,11465
2004,10,11,11037,10244
2004,10,13,6874,5129
2004,10,14,3590,2650
2004,10,17,6972,5058
2004,10,18,15007,11608
2004,10,19,12443,10071
2004,10,20,11231,9671
2004,10,21,3779,2761
2004,10,22,4415,4071
2004,11,13,1613,1527
2004,11,14,14733,10674
2004,11,17,1388,1160
2004,11,18,5699,5261
2004,11,19,13338,11213
2004,11,20,5900,5245
2004,11,21,12533,10253
2004,11,22,12633,10386
2004,13,14,8450,6991
2004,13,17,15282,11851
2004,13,18,3104,2843
2004,13,19,4990,3668
2004,13,20,11902,11292
2004,13,21,12553,11471
2004,13,22,1397,1076
2004,14,17,13669,11180
2004,14,18,12843,11168
2004,14,19,8022,5939
2004,14,20,14118,11226
2004,14,21,6422,4737
2004,14,22,4774,4181
2004,17,18,4304,3134
2004,17,19,3052,2570
2004,17,20,2583,2409
2004,17,21,10758,7724
2004,17,22,9046,6658
2004,18,19,2911,2257
2004,18,20,13129,10787
2004,18,21,13980,11183
2004,18,22,5025,4418
2004,19,20,7322,5536
2004,19,21,10687,7731
2004,19,22,4081,3296
2004,20,21,6877,6264
2004,20,22,3048,2352
2004,21,22,6876,5918
2005,1,2,3726,2764
2005,1,3,12216,8994
2005,1,4,3618,2932
2005,1,5,7324,5276
2005,1,6,4376,3985
2005,1,7,676,597
2005,1,8,4475,3394
2005,1,9,2653,1901
2005,1,10,4823,3536
2005,1,11,5566,4244
2005,1,13,12795,10593
2005,1,14,11422,10107
2005,1,17,11997,10361
2005,1,18,5847,4319
2005,1,19,3223,2700
2005,1,20,14263,11730
2005,1,21,8428,7863
2005,1,22,9486,6811
2005,2,3,9661,7101
2005,2,4,8467,7866
2005,2,5,13350,10485
2005,2,6,7577,7121
2005,2,7,7085,5340
2005,2,8,8032,6486
2005,2,9,14364,10465
2005,2,10,12056,9725
2005,2,11,4484,4036
2005,2,13,7690,6655
2005,2,14,13718,11394
2005,2,17,9708,8432
2005,2,18,2535,2031
2005,2,19,4534,4304
2005,2,20,943,762
2005,2,21,4623,4248
2005,2,22,7321,6942
2005,3,4,11104,10320
2005,3,5,8638,6248
2005,3,6,12607,9768
2005,3,7,1324,1199
2005,3,8,5626,4713
2005,3,9,4411,3194
2005,3,10,4604,3827
2005,3,11,11030,9851
2005,3,13,14070,11153
2005,3,14,10575,8072
2005,3,17,5073,4352
2005,3,18,1361,1222
2005,3,19,5360,3896
2005,3,20,10755,7754
2005,3,21,12534,9661
2005,3,22,9026,7793
2005,4,5,647,547
2005,4,6,9962,7129
2005,4,7,9472,6849
2005,4,8,3106,2267
2005,4,9,9501,8239
2005,4,10,2752,2196
2005,4,11,10944,9669
2005,4,13,8031,5804
2005,4,14,11990,8579
2005,4,17,10232,8471
2005,4,18,13014,11295
2005,4,19,8334,7207
2005,4,20,2622,2421
2005,4,21,12236,9003
2005,4,22,3102,2936
2005,5,6,11659,8632
2005,5,7,13191,9722
2005,5,8,9771,8457
2005,5,9,10176,8927
2005,5,10,2870,2360
2005,5,11,7100,5598
2005,5,13,12269,10832
2005,5,14,11019,8413
2005,5,17,12608,9881
2005,5,18,5926,5383
2005,5,19,3667,2723
2005,5,20,15905,11460
2005,5,21,2860,2702
2005,5,22,9168,6721
2005,6,7,7790,5870
2005,6,8,10139,8604
2005,6,9,9242,8169
2005,6,10,7469,6320
2005,6,11,14854,11449
2005,6,13,9816,9097
2005,6,14,3334,2784
2005,6,17,3150,2259
2005,6,18,11376,10457
2005,6,19,2901,2736
2005,6,20,5531,4091
2005,6,21,12799,11214
2005,6,22,3017,2479
2005,7,8,11593,9220
2005,7,9,3978,3604
2005,7,10,12690,11194
2005,7,11,15342,11150
2005,7,13,13002,10573
2005,7,14,1953,1731
2005,7,17,8888,6834
2005,7,18,5257,4320
2005,7,19,10223,7801
2005,7,20,10163,7323
2005,7,21,2646,2304
2005,7,22,5813,4798
2005,8,9,10698,8423
2005,8,10,6205,5026
2005,8,11,7928,6918
2005,8,13,10762,9379
2005,8,14,13568,9938
2005,8,17,416,325
2005,8,18,10868,9359
2005,8,19,11624,9384
2005,8,20,11390,10047
2005,8,21,12386,11581
2005,8,22,3974,3121
2005,9,10,4149,3537
2005,9,11,12389,8860
2005,9,13,5418,4296
2005,9,14,12425,10714
2005,9,17,5868,4233
2005,9,18,9626,7861
2005,9,19,7223,6133
2005,9,20,822,741
2005,9,21,1234,959
2005,9,22,14686,11816
2005,10,11,14673,10969
2005,10,13,11918,10344
2005,10,14,11452,8546
2005,10,17,8243,6258
2005,10,18,8534,6421
2005,10,19,3018,2701
2005,10,20,9269,7271
2005,10,21,8455,7424
2005,10,22,4767,4483
2005,11,13,8075,6743
2005,11,14,6229,5712
2005,11,17,10922,10185
2005,11,18,8543,6309
2005,11,19,12663,10289
2005,11,20,15074,11356
2005,11,21,10347,8416
2005,11,22,12763,10258
2005,13,14,3958,3535
2005,13,17,285,251
2005,13,18,11471,10650
2005,13,19,2559,2401
2005,13,20,6274,5854
2005,13,21,14008,10021
2005,13,22,10953,10125
2005,14,17,6053,4924
2005,14,18,11016,9094
2005,14,19,6931,6584
2005,14,20,10963,9532
2005,14,21,13190,9641
2005,14,22,1564,1333
2005,17,18,6514,5551
2005,17,19,6248,4783
2005,17,20,13942,10574
2005,17,21,1096,993
2005,17,22,1404,1118
2005,18,19,2653,2049
2005,18,20,7234,6220
2005,18,21,9262,6932
2005,18,22,3953,3143
2005,19,20,9585,8190
2005,19,21,14243,10258
2005,19,22,2042,1884
2005,20,21,319,296
2005,20,22,1523,1316
2005,21,22,9865,9240
2006,1,2,9072,6517
2006,1,3,10357,7642
2006,1,4,8513,6359
2006,1,5,9987,8331
2006,1,6,3479,2800
2006,1,7,9496,8921
2006,1,8,5541,4224
2006,1,9,3180,2614
2006,1,10,4808,3814
2006,1,11,4752,3498
2006,1,14,10070,8957
2006,1,17,4595,3837
2006,1,18,11220,10642
2006,1,19,7772,6810
2006,1,20,10051,9527
2006,1,21,7149,5126
2006,1,22,3695,3389
2006,2,3,2645,2448
2006,2,4,8364,7616
2006,2,5,5064,4029
2006,2,6,9853,8912
2006,2,7,11175,9802
2006,2,8,6069,5435
2006,2,9,5518,3994
2006,2,10,1889,1739
2006,2,11,9345,7490
2006,2,14,2734,2035
2006,2,17,2481,2076
2006,2,18,14357,11716
2006,2,19,657,477
2006,2,20,7991,6834
2006,2,21,1753,1389
2006,2,22,1961,1846
2006,3,4,8377,6521
2006,3,5,4449,3342
2006,3,6,12548,11738
2006,3,7,5048,4586
2006,3,8,9352,6839
2006,3,9,5782,5337
2006,3,10,5006,4734
2006,3,11,15033,11257
2006,3,14,1669,1512
2006,3,17,9800,7641
2006,3,18,1613,1200
2006,3,19,917,832
2006,3,20,16040,11827
2006,3,21,4257,3834
2006,3,22,9002,6457
2006,4,5,14964,11061
2006,4,6,14751,11911
2006,4,7,3951,3294
2006,4,8,5096,3671
2006,4,9,3076,2360
2006,4,10,12816,9957
2006,4,11,10932,8991
2006,4,14,2586,2336
2006,4,17,8640,7021
2006,4,18,16071,11501
2006,4,19,9385,8360
2006,4,20,3164,2395
2006,4,21,13979,10133
2006,4,22,8855,6936
2006,5,6,8036,6530
2006,5,7,3071,2359
2006,5,8,10813,8341
2006,5,9,8835,6985
2006,5,10,3380,2441
2006,5,11,9814,9259
2006,5,14,12236,10718
2006,5,17,622,499
2006,5,18,15317,11381
2006,5,19,13891,10822
2006,5,20,852,758
2006,5,21,4997,4191
2006,5,22,1272,913
2006,6,7,1103,1047
2006,6,8,6588,5124
2006,6,9,7125,5281
2006,6,10,938,696
2006,6,11,12782,9933
2006,6,14,6636,5362
2006,6,17,1894,1643
2006,6,18,9990,7380
2006,6,19,12359,11422
2006,6,20,6577,4752
2006,6,21,10256,7711
2006,6,22,1053,947
2006,7,8,10641,7811
2006,7,9,9788,7904
2006,7,10,5737,4562
2006,7,11,13993,11700
2006,7,14,3923,3189
2006,7,17,3188,2551
2006,7,18,11125,10453
2006,7,19,2420,1945
2006,7,20,5061,4742
2006,7,21,7858,6662
2006,7,22,11524,9261
2006,8,9,7861,6677
2006,8,10,7040,5334
2006,8,11,7648,6050
2006,8,14,7031,6229
2006,8,17,7536,5911
2006,8,18,1002,737
2006,8,19,13860,11757
2006,8,20,10169,7381
2006,8,21,9795,7693
2006,8,22,3561,3169
2006,9,10,8023,7632
2006,9,11,9143,7836
2006,9,14,7170,5453
2006,9,17,7636,7051
2006,9,18,4931,4323
2006,9,19,13661,11230
2006,9,20,9161,7004
2006,9,21,10633,9235
2006,9,22,6252,5145
2006,10,11,10197,9126
2006,10,14,11099,8369
2006,10,17,4912,3621
2006,10,18,13071,10227
2006,10,19,9875,8198
2006,10,20,14283,11182
2006,10,21,8044,6005
2006,10,22,2942,2360
2006,11,14,5183,4331
2006,11,17,9780,8219
2006,11,18,12248,10042
2006,11,19,7617,7127
2006,11,20,7031,5749
2006,11,21,3187,2855
2006,11,22,11552,10442
2006,14,17,2843,2272
2006,14,18,8414,6219
2006,14,19,13167,9755
2006,14,20,13689,10313
2006,14,21,12921,9658
2006,14,22,10366,9515
2006,17,18,5732,4895
2006,17,19,6789,5554
2006,17,20,2153,1694
2006,17,21,1670,1397
2006,17,22,10358,9271
2006,18,19,5306,5029
2006,18,20,2724,2248
2006,18,21,15080,11671
2006,18,22,8309,6028
2006,19,20,10077,9037
2006,19,21,7829,6937
2006,19,22,7087,6072
2006,20,21,4876,3580
2006,20,22,631,526
2006,21,22,3674,3482
2007,1,2,15603,11463
2007,1,3,2862,2495
2007,1,4,3703,3206
2007,1,5,8003,7277
2007,1,6,7713,5621
2007,1,7,3153,2399
2007,1,8,5446,4854
2007,1,9,6841,5252
2007,1,11,1244,991
2007,1,13,6505,4876
2007,1,14,14496,11693
2007,1,16,726,566
2007,1,17,2463,2003
2007,1,18,653,589
2007,1,19,315,271
2007,1,20,11910,9655
2007,2,3,11272,8930
2007,2,4,10322,7965
2007,2,5,2266,1952
2007,2,6,9569,7121
2007,2,7,14586,10745
2007,2,8,5703,4249
2007,2,9,10543,9787
2007,2,11,2174,1588
2007,2,13,3629,3210
2007,2,14,7152,6573
2007,2,16,14667,11569
2007,2,17,3911,3144
2007,2,18,2172,1890
2007,2,19,3231,2377
2007,2,20,8974,7516
2007,3,4,14311,11667
2007,3,5,11166,8779
2007,3,6,4139,3774
2007,3,7,14260,11001
2007,3,8,8479,6558
2007,3,9,1426,1214
2007,3,11,7142,6073
2007,3,13,7662,5478
2007,3,14,8587,7261
2007,3,16,2819,2101
2007,3,17,10753,10132
2007,3,18,10555,8528
2007,3,19,8075,6106
2007,3,20,2515,1903
2007,4,5,12012,10862
2007,4,6,896,748
2007,4,7,962,797
2007,4,8,4000,2880
2007,4,9,16390,11897
2007,4,11,3647,2968
2007,4,13,11568,9812
2007,4,14,13865,10968
2007,4,16,8343,7770
2007,4,17,11516,8887
2007,4,18,1351,1126
2007,4,19,11175,8249
2007,4,20,10327,7381
2007,5,6,14305,11715
2007,5,7,15559,11671
2007,5,8,2552,1980
2007,5,9,5721,4180
2007,5,11,14463,10871
2007,5,13,2134,1825
2007,5,14,13356,10285
2007,5,16,6358,4611
2007,5,17,2078,1756
2007,5,18,7813,6266
2007,5,19,7913,6979
2007,5,20,3959,3030
2007,6,7,3084,2249
2007,6,8,9759,7447
2007,6,9,3654,3160
2007,6,11,900,726
2007,6,13,10514,9269
2007,6,14,7282,5779
2007,6,16,11838,9026
2007,6,17,3419,2726
2007,6,18,13121,11397
2007,6,19,1763,1531
2007,6,20,812,707
2007,7,8,8452,6914
2007,7,9,9388,8855
2007,7,11,1784,1639
2007,7,13,1649,1259
2007,7,14,10350,9200
2007,7,16,7276,5295
2007,7,17,865,790
2007,7,18,872,788
2007,7,19,4043,3064
2007,7,20,11732,9280
2007,8,9,971,711
2007,8,11,2804,2401
2007,8,13,10769,10029
2007,8,14,7481,5830
2007,8,16,9703,7178
2007,8,17,11991,9111
2007,8,18,3974,3534
2007,8,19,6508,5679
2007,8,20,5017,4004
2007,9,11,10967,10104
2007,9,13,12925,10064
2007,9,14,3639,3185
2007,9,16,6368,5975
2007,9,17,7513,5380
2007,9,18,6513,5214
2007,9,19,3487,2812
2007,9,20,4963,3801
2007,11,13,1504,1302
2007,11,14,11197,8942
2007,11,16,3565,3379
2007,11,17,580,517
2007,11,18,2408,1915
2007,11,19,5919,4840
2007,11,20,1273,954
2007,13,14,1583,1457
2007,13,16,3333,2426
2007,13,17,9026,7130
2007,13,18,14433,11714
2007,13,19,5377,4529
2007,13,20,4279,3350
2007,14,16,5087,4214
2007,14,17,10731,7970
2007,14,18,3051,2515
2007,14,19,7698,6024
2007,14,20,12123,10933
2007,16,17,11729,9246
2007,16,18,10440,9127
2007,16,19,3946,3479
2007,16,20,14836,11550
2007,17,18,12433,10950
2007,17,19,860,619
2007,17,20,14341,11726
2007,18,19,13512,11295
2007,18,20,1615,1437
2007,19,20,10611,9772
2008,1,2,12116,9513
2008,1,3,16102,11871
2008,1,4,13446,11052
2008,1,5,11052,10441
2008,1,6,8153,7762
2008,1,7,3307,2373
2008,1,8,9496,6818
2008,1,9,8270,6882
2008,1,10,1573,1298
2008,1,11,7305,5606
2008,1,12,12883,11915
2008,1,13,2786,2582
2008,1,14,4941,3887
2008,1,15,1308,1101
2008,1,16,13426,11956
2008,1,17,5184,3706
2008,1,18,4573,4154
2008,2,3,2282,1678
2008,2,4,4808,3618
2008,2,5,12445,10414
2008,2,6,3508,2657
2008,2,7,10694,8072
2008,2,8,2259,1794
2008,2,9,3198,2642
2008,2,10,7922,6013
2008,2,11,6647,6024
2008,2,12,8495,7301
2008,2,13,13757,10985
2008,2,14,3378,2738
2008,2,15,3880,3406
2008,2,16,5622,4974
2008,2,17,6827,5925
2008,2,18,12172,9417
2008,3,4,4395,3508
2008,3,5,7656,7056
2008,3,6,2526,1926
2008,3,7,650,570
2008,3,8,2163,1836
2008,3,9,2702,2134
2008,3,10,6437,4874
2008,3,11,6914,6041
2008,3,12,12470,9126
2008,3,13,14923,11334
2008,3,14,8285,7112
2008,3,15,9370,8142
2008,3,16,8616,7312
2008,3,17,4458,4224
2008,3,18,10650,10141
2008,4,5,12054,10257
2008,4,6,4133,3805
2008,4,7,4626,4035
2008,4,8,5416,4230
2008,4,9,9033,6518
2008,4,10,8078,6549
2008,4,11,7139,5613
2008,4,12,12103,9026
2008,4,13,9382,8221
2008,4,14,6950,5250
2008,4,15,3675,3450
2008,4,16,1040,755
2008,4,17,12938,9800
2008,4,18,10413,9342
2008,5,6,1310,959
2008,5,7,1199,1015
2008,5,8,3067,2894
2008,5,9,9528,8320
2008,5,10,12851,9270
2008,5,11,9033,6784
2008,5,12,3367,2612
2008,5,13,5632,4557
2008,5,14,12492,11890
2008,5,15,9201,7676
2008,5,16,4759,3710
2008,5,17,14614,11545
2008,5,18,10404,7877
2008,6,7,7794,7300
2008,6,8,2538,2331
2008,6,9,9044,7628
2008,6,10,2768,2058
2008,6,11,2013,1503
2008,6,12,10645,9607
2008,6,13,6908,6211
2008,6,14,695,524
2008,6,15,701,519
2008,6,16,9555,9029
2008,6,17,8552,6479
2008,6,18,2757,2096
2008,7,8,10745,9215
2008,7,9,10283,8556
2008,7,10,7101,6131
2008,7,11,5439,4882
2008,7,12,3462,3253
2008,7,13,8818,6561
2008,7,14,12121,10480
2008,7,15,7689,6235
2008,7,16,8533,6178
2008,7,17,1770,1576
2008,7,18,13206,11195
2008,8,9,5699,5370
2008,8,10,6239,4763
2008,8,11,1616,1373
2008,8,12,14269,10216
2008,8,13,12416,10874
2008,8,14,676,519
2008,8,15,11576,10036
2008,8,16,6572,5820
2008,8,17,5013,4063
2008,8,18,1342,1126
2008,9,10,9658,8098
2008,9,11,3725,2796
2008,9,12,1932,1393
2008,9,13,8217,6678
2008,9,14,9314,7330
2008,9,15,11240,9603
2008,9,16,9554,8440
2008,9,17,12523,11118
2008,9,18,5363,4011
2008,10,11,3173,2905
2008,10,12,10775,9327
2008,10,13,3734,2775
2008,10,14,461,407
2008,10,15,8900,7540
2008,10,16,982,831
2008,10,17,14022,11962
2008,10,18,10948,9467
2008,11,12,7482,5774
2008,11,13,5890,4929
2008,11,14,350,295
2008,11,15,1021,889
2008,11,16,16206,11914
2008,11,17,1700,1280
2008,11,18,8914,6763
2008,12,13,10151,8502
2008,12,14,2576,2152
2008,12,15,12009,10329
2008,12,16,3782,2719
2008,12,17,3673,3356
2008,12,18,13549,9802
2008,13,14,9824,8691
2008,13,15,8601,7359
2008,13,16,13553,9756
2008,13,17,8590,6595
2008,13,18,11319,8390
2008,14,15,5211,3873
2008,14,16,453,333
